,uri,,ref_id,,title,,first_date,,container,
<record><uri>,/repositories/3/archival_objects/346232,</uri><cid>,MC147_c02114,</cid><unittitle>,General,</unittitle><unitdate>,1937-1973,</unitdate><container>,box 291 folder 5-6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/346233,</uri><cid>,MC147_c02116,</cid><unittitle>,Wind River Arapahoe and Shoshone Economic Development,</unittitle><unitdate>,1982-1990,</unitdate><container>,box 291 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/346234,</uri><cid>,MC147_c02117,</cid><unittitle>,Wind River Arapahoe and Shoshone: Oil Leases,</unittitle><unitdate>,1981,</unitdate><container>,box 291 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/346235,</uri><cid>,MC147_c02118,</cid><unittitle>,Wind River Arapahoe and Shoshone Water Rights,</unittitle><unitdate>,1973-1976,</unitdate><container>,box 291 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/346236,</uri><cid>,MC147_c02119,</cid><unittitle>,"""Wind River Indian Needs Determination Survey""",</unittitle><unitdate>,undated,</unitdate><container>,box 291 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/346237,</uri><cid>,MC147_c02120,</cid><unittitle>,Wyoming Indian High School,</unittitle><unitdate>,1993,</unitdate><container>,box 291 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/346238,</uri><cid>,MC147_c02121,</cid><unittitle>,Wyoming Indian Leadership Council,</unittitle><unitdate>,1972,</unitdate><container>,box 291 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/346239,</uri><cid>,MC147_c02122,</cid><unittitle>,General,</unittitle><unitdate>,1938-1992,</unitdate><container>,box 291 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343591,</uri><cid>,MC147_c02124,</cid><unittitle>,Legislative and Administrative Memoranda,</unittitle><unitdate>,1926-1935,</unitdate><container>,box 291 folder 14 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343592,</uri><cid>,MC147_c02125,</cid><unittitle>,Legislative and Administrative Memoranda,</unittitle><unitdate>,1940-1954,</unitdate><container>,box 292 folder 1-5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343593,</uri><cid>,MC147_c02126,</cid><unittitle>,Legislative and Administrative Memoranda,</unittitle><unitdate>,1976-1982,</unitdate><container>,box 293 folder 1-6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343594,</uri><cid>,MC147_c02127,</cid><unittitle>,Legislative and Administrative Memoranda,</unittitle><unitdate>,1983-1991,</unitdate><container>,box 294 folder 1-7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343595,</uri><cid>,MC147_c02128,</cid><unittitle>,Legislative Program of AAIA,</unittitle><unitdate>,1948-1956,</unitdate><container>,box 294 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343596,</uri><cid>,MC147_c02129,</cid><unittitle>,Adoption,</unittitle><unitdate>,1975-1981,</unitdate><container>,box 294 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343597,</uri><cid>,MC147_c02130,</cid><unittitle>,Alaska Fishery,</unittitle><unitdate>,1941-1944,</unitdate><container>,box 294 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343598,</uri><cid>,MC147_c02131,</cid><unittitle>,Alaska Native Claims,</unittitle><unitdate>,1948-1959,</unitdate><container>,box 295 folder 1-6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343599,</uri><cid>,MC147_c02132,</cid><unittitle>,Alaska Native Claims,</unittitle><unitdate>,1971,</unitdate><container>,box 296 folder 1-4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343600,</uri><cid>,MC147_c02133,</cid><unittitle>,Alaska Native Claims,</unittitle><unitdate>,1987-1988,</unitdate><container>,box 297 folder 1-2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343601,</uri><cid>,MC147_c02134,</cid><unittitle>,Alaska Reservations Revocation,</unittitle><unitdate>,1947-1949,</unitdate><container>,box 297 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343602,</uri><cid>,MC147_c02135,</cid><unittitle>,Alaska Salmon Trap Sites,</unittitle><unitdate>,1947-1948,</unitdate><container>,box 297 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343603,</uri><cid>,MC147_c02136,</cid><unittitle>,Alaska Statehood,</unittitle><unitdate>,1948-1950,</unitdate><container>,box 297 folder 5-6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343604,</uri><cid>,MC147_c02137,</cid><unittitle>,Alaska Statehood,</unittitle><unitdate>,1951-1955,</unitdate><container>,box 298 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343605,</uri><cid>,MC147_c02138,</cid><unittitle>,Alaska Townsites,</unittitle><unitdate>,1954-1962,</unitdate><container>,box 298 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343606,</uri><cid>,MC147_c02139,</cid><unittitle>,Alaska Tribal Government,</unittitle><unitdate>,1977,</unitdate><container>,box 298 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343607,</uri><cid>,MC147_c02140,</cid><unittitle>,Alcohol and Drug Abuse,</unittitle><unitdate>,1987,</unitdate><container>,box 298 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343608,</uri><cid>,MC147_c02141,</cid><unittitle>,Appropriations,</unittitle><unitdate>,1932-1955,</unitdate><container>,box 298 folder 5-8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343609,</uri><cid>,MC147_c02142,</cid><unittitle>,Appropriations,</unittitle><unitdate>,1966-1978,</unitdate><container>,box 299 folder 1-5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343610,</uri><cid>,MC147_c02143,</cid><unittitle>,Appropriations,</unittitle><unitdate>,1983-1990,</unitdate><container>,box 300 folder 1-5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343611,</uri><cid>,MC147_c02144,</cid><unittitle>,Appropriations,</unittitle><unitdate>,1990-1993,</unitdate><container>,box 301 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343612,</uri><cid>,MC147_c02145,</cid><unittitle>,Arctic Research and Policy Act,</unittitle><unitdate>,1981-1982,</unitdate><container>,box 301 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343613,</uri><cid>,MC147_c02146,</cid><unittitle>,Arts and Crafts,</unittitle><unitdate>,1930-1935,</unitdate><container>,box 301 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343614,</uri><cid>,MC147_c02147,</cid><unittitle>,Blackfeet Affairs,</unittitle><unitdate>,1952,</unitdate><container>,box 301 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343615,</uri><cid>,MC147_c02148,</cid><unittitle>,Blackfeet Rehabilitation,</unittitle><unitdate>,1949-1950,</unitdate><container>,box 301 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343616,</uri><cid>,MC147_c02149,</cid><unittitle>,Board of Public Lands Appeals,</unittitle><unitdate>,1962,</unitdate><container>,box 301 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343617,</uri><cid>,MC147_c02150,</cid><unittitle>,Boysen Dam,</unittitle><unitdate>,1952,</unitdate><container>,box 301 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343618,</uri><cid>,MC147_c02151,</cid><unittitle>,Bureau of Indian Affairs Appointments,</unittitle><unitdate>,1933,</unitdate><container>,box 301 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343619,</uri><cid>,MC147_c02152,</cid><unittitle>,Bureau of Indian Affairs Funding,</unittitle><unitdate>,1933,</unitdate><container>,box 301 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343620,</uri><cid>,MC147_c02153,</cid><unittitle>,Child Abuse,</unittitle><unitdate>,1973-1991,</unitdate><container>,box 301 folder 10-11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343621,</uri><cid>,MC147_c02154,</cid><unittitle>,Child Care,</unittitle><unitdate>,1974-1991,</unitdate><container>,box 301 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343622,</uri><cid>,MC147_c02155,</cid><unittitle>,Child Welfare,</unittitle><unitdate>,1973-1975,</unitdate><container>,box 301 folder 13-14 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343623,</uri><cid>,MC147_c02156,</cid><unittitle>,Child Welfare,</unittitle><unitdate>,1990-1991,</unitdate><container>,box 302 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343624,</uri><cid>,MC147_c02157,</cid><unittitle>,Chippewa-Cree Rehabilitation,</unittitle><unitdate>,1949-1950,</unitdate><container>,box 302 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343625,</uri><cid>,MC147_c02158,</cid><unittitle>,Citizenship,</unittitle><unitdate>,1924,</unitdate><container>,box 302 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343626,</uri><cid>,MC147_c02159,</cid><unittitle>,Civilian Conservation Corps,</unittitle><unitdate>,1950,</unitdate><container>,box 302 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343627,</uri><cid>,MC147_c02160,</cid><unittitle>,Clean Air Act,</unittitle><unitdate>,1981,</unitdate><container>,box 302 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343628,</uri><cid>,MC147_c02161,</cid><unittitle>,Cleveland National Forest,</unittitle><unitdate>,1962,</unitdate><container>,box 302 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343629,</uri><cid>,MC147_c02162,</cid><unittitle>,Constitutional Rights,</unittitle><unitdate>,1961-1975,</unitdate><container>,box 302 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343630,</uri><cid>,MC147_c02163,</cid><unittitle>,Custer Battlefield National Indian Memorial,</unittitle><unitdate>,1991,</unitdate><container>,box 302 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343631,</uri><cid>,MC147_c02164,</cid><unittitle>,Death Penalty,</unittitle><unitdate>,1989-1991,</unitdate><container>,box 302 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343632,</uri><cid>,MC147_c02165,</cid><unittitle>,Definition of Indian,</unittitle><unitdate>,1954,</unitdate><container>,box 302 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343633,</uri><cid>,MC147_c02166,</cid><unittitle>,Department of Defense Buy Indian Act,</unittitle><unitdate>,1982-1987,</unitdate><container>,box 302 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343634,</uri><cid>,MC147_c02167,</cid><unittitle>,The Disabled,</unittitle><unitdate>,1985-1988,</unitdate><container>,box 302 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343635,</uri><cid>,MC147_c02168,</cid><unittitle>,Eagles,</unittitle><unitdate>,1962,</unitdate><container>,box 302 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343636,</uri><cid>,MC147_c02169,</cid><unittitle>,Economic Development,</unittitle><unitdate>,1956-1965,</unitdate><container>,box 302 folder 14-15 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343637,</uri><cid>,MC147_c02170,</cid><unittitle>,Education,</unittitle><unitdate>,1949-1972,</unitdate><container>,box 303 folder 1-2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343638,</uri><cid>,MC147_c02171,</cid><unittitle>,Electric Power,</unittitle><unitdate>,1967,</unitdate><container>,box 303 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343639,</uri><cid>,MC147_c02172,</cid><unittitle>,Espionage,</unittitle><unitdate>,1932-1934,</unitdate><container>,box 303 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343640,</uri><cid>,MC147_c02173,</cid><unittitle>,Fair Employment Practices,</unittitle><unitdate>,1949,</unitdate><container>,box 303 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343641,</uri><cid>,MC147_c02174,</cid><unittitle>,Family Welfare,</unittitle><unitdate>,1970-1988,</unitdate><container>,box 303 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343642,</uri><cid>,MC147_c02175,</cid><unittitle>,Fetal Alcohol Syndrome,</unittitle><unitdate>,1990,</unitdate><container>,box 303 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343643,</uri><cid>,MC147_c02176,</cid><unittitle>,Fishing Vessels,</unittitle><unitdate>,1956,</unitdate><container>,box 303 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343644,</uri><cid>,MC147_c02177,</cid><unittitle>,Five Civilized Tribes' Lands,</unittitle><unitdate>,1932-1933,</unitdate><container>,box 303 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343645,</uri><cid>,MC147_c02178,</cid><unittitle>,Five Civilized Tribes' Superintendency,</unittitle><unitdate>,1935,</unitdate><container>,box 303 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343646,</uri><cid>,MC147_c02179,</cid><unittitle>,Food Programs,</unittitle><unitdate>,1959-1977,</unitdate><container>,box 303 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343647,</uri><cid>,MC147_c02180,</cid><unittitle>,Fort Randall Dam,</unittitle><unitdate>,1952-1954,</unitdate><container>,box 303 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343648,</uri><cid>,MC147_c02181,</cid><unittitle>,Four States Bills,</unittitle><unitdate>,1957-1958,</unitdate><container>,box 303 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343649,</uri><cid>,MC147_c02182,</cid><unittitle>,Freedom of Information Act,</unittitle><unitdate>,1975,</unitdate><container>,box 303 folder 14 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343650,</uri><cid>,MC147_c02183,</cid><unittitle>,Gaming,</unittitle><unitdate>,1983-1985,</unitdate><container>,box 303 folder 15 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343651,</uri><cid>,MC147_c02184,</cid><unittitle>,Gros Ventre and Assiniboine Lands,</unittitle><unitdate>,1954,</unitdate><container>,box 303 folder 16 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343652,</uri><cid>,MC147_c02185,</cid><unittitle>,Gros Ventre and Assiniboine Rehabilitation,</unittitle><unitdate>,1949-1950,</unitdate><container>,box 304 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343653,</uri><cid>,MC147_c02186,</cid><unittitle>,Health,</unittitle><unitdate>,1968-1989,</unitdate><container>,box 304 folder 2-5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343654,</uri><cid>,MC147_c02187,</cid><unittitle>,Hospitals,</unittitle><unitdate>,1949-1957,</unitdate><container>,box 304 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343655,</uri><cid>,MC147_c02188,</cid><unittitle>,Housing,</unittitle><unitdate>,1949-1968,</unitdate><container>,box 304 folder 7-8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343656,</uri><cid>,MC147_c02189,</cid><unittitle>,Indian Child Welfare Act,</unittitle><unitdate>,1975-1979,</unitdate><container>,box 305 folder 1-5 ,</container></record>
